employer,total_approvals,total_denials,years_active,latest_year,state,city,sponsor_score,total_petitions,approval_rate,employer_clean,top_roles,median_salary_all,total_lca_filings,role_category
KROGER LIMITED PARTNERSHIP I,7,0,3,2021,TN,NASHVILLE,76.5,7,1.0,,,,,
KRYTERION INC,7,0,3,2022,AZ,PHOENIX,76.5,7,1.0,,,,,
V5 SYSTEMS INC,7,0,3,2021,CA,FREMONT,76.5,7,1.0,,,,,
JEFFREY BEERS INTERNATIONAL LLC,7,0,3,2023,NY,NEW YORK,76.5,7,1.0,,,,,
TANGO THERAPEUTICS INC,7,0,3,2022,MA,CAMBRIDGE,76.5,7,1.0,,,,,
ROSCO INC,7,0,3,2022,NY,JAMAICA,76.5,7,1.0,,,,,
IHEARTMEDIA MANAGEMENT SERVICES INC,17,0,2,2023,TX,SAN ANTONIO,76.5,17,1.0,,,,,
MONTEREY BAY AQUARIUM RESEARCH INS,7,0,3,2022,CA,MOSS LANDING,76.5,7,1.0,,,,,
PLATINUM HOSPITALISTS LLP,7,0,3,2022,NV,HENDERSON,76.5,7,1.0,,,,,
CHARTMETRIC INC,7,0,3,2023,CA,SUNNYVALE,76.5,7,1.0,,,,,
REVELIO LABS INC,7,0,3,2023,NY,NEW YORK,76.5,7,1.0,,,,,
REVENUE ANALYTICS INC,17,2,4,2022,GA,ATLANTA,76.5,19,0.895,,,,,
SYNCREON TECHNOLOGY USA LLC,7,0,3,2022,GA,FAIRBURN,76.5,7,1.0,,,,,
DATASEERS INCORPORATED,7,0,3,2023,GA,ALPHARETTA,76.5,7,1.0,,,,,
BLUE OCEAN INC,7,0,3,2022,OR,BEAVERTON,76.5,7,1.0,,,,,
BLUE JEANS NETWORK INC,17,0,2,2020,CA,SAN JOSE,76.5,17,1.0,,,,,
WM WRIGLEY JR COMPANY,7,0,3,2022,IL,CHICAGO,76.5,7,1.0,,,,,
PLASKOLITE LLC,7,0,3,2022,OH,COLUMBUS,76.5,7,1.0,,,,,
NORTHAMPTON COUNTY PUBLIC SCHOOLS,7,0,3,2022,NC,JACKSON,76.5,7,1.0,,,,,
BLUE CROSS BLUE SHIELD OF ARIZONA,7,0,3,2022,AZ,PHOENIX,76.5,7,1.0,,,,,
RAB LIGHTING INC,7,0,3,2021,NJ,NORTHVALE,76.5,7,1.0,,,,,
GRACENOTE MEDIA SERVICES LLC,7,0,3,2022,NY,QUEENSBURY,76.5,7,1.0,,,,,
PINNACLE INFOTECH INC,7,0,3,2023,TX,SUGAR LAND,76.5,7,1.0,,,,,
ABEAM CONSULTING USA LTD,7,0,3,2022,TX,IRVING,76.5,7,1.0,,,,,
MMH PHYSICIANS DBA MIDLAND INPATIE,7,0,3,2021,TX,MIDLAND,76.5,7,1.0,,,,,
R1 RCM INC,17,0,2,2023,IL,CHICAGO,76.5,17,1.0,,,,,
PICKLE ROBOT COMPANY,7,0,3,2023,MA,CAMBRIDGE,76.5,7,1.0,,,,,
MOBILE MINI INC,7,0,3,2023,AZ,PHOENIX,76.5,7,1.0,,,,,
D AMATO CONVERSANO INC DBA DCI ENGINEERS,17,0,2,2023,WA,SEATTLE,76.5,17,1.0,,,,,
BIOURJA TRADING LLC,7,0,3,2021,TX,HOUSTON,76.5,7,1.0,,,,,
M2E LLC,7,0,3,2022,FL,MIAMI,76.5,7,1.0,M2E LLC,"Staff Ii, Mechanical Engineer",68000.0,1.0,Engineering
MMR CONSULTING USA INC,7,0,3,2022,IL,ORLAND PARK,76.5,7,1.0,MMR CONSULTING USA INC,Senior Process Engineer,105000.0,1.0,Engineering
BIOSTATISTICAL CONSULTING INC,7,0,3,2022,MA,LEXINGTON,76.5,7,1.0,,,,,
MACALESTER COLLEGE,7,0,3,2022,MN,SAINT PAUL,76.5,7,1.0,,,,,
MACHINE INTELLIGENCE RESEARCH INST,7,0,3,2021,CA,BERKELEY,76.5,7,1.0,,,,,
RAVEN NORTHBROOK LLC,7,0,3,2022,CA,MENLO PARK,76.5,7,1.0,,,,,
FRESHOP INC,7,0,3,2022,GA,ATLANTA,76.5,7,1.0,,,,,
USANA HEALTH SCIENCES INC,17,2,4,2022,UT,WEST VALLEY CITY,76.5,19,0.895,,,,,
IMPINJ INC,7,0,3,2021,WA,SEATTLE,76.5,7,1.0,,,,,
NRA GROUP LLC,7,0,3,2023,PA,HARRISBURG,76.5,7,1.0,,,,,
MJM AMERICA INC,7,0,3,2023,MI,CANTON,76.5,7,1.0,,,,,
GOODRICH CORP DBA COLLINS AEROSPAC,7,0,3,2022,NC,CHARLOTTE,76.5,7,1.0,,,,,
SCG AMERICA CONSTRUCTION INC,7,0,3,2023,CA,GARDEN GROVE,76.5,7,1.0,SCG AMERICA CONSTRUCTION INC,Scg America Construction Inc,56035.0,1.0,Finance & Business
WINCORP INTERNATIONAL INC,7,0,3,2022,FL,MIAMI,76.5,7,1.0,WINCORP INTERNATIONAL INC,"Marketing Coordinator, Accountant",55972.0,2.0,Finance & Business
EEPLUS INC,7,0,3,2023,TX,LEWISVILLE,76.5,7,1.0,,,,,
D3 LLC,7,0,3,2023,NY,MELVILLE,76.5,7,1.0,,,,,
BITSIO INC,17,2,4,2022,IL,SPRINGFIELD,76.5,19,0.895,,,,,
JING JIN ELECTRIC NORTH AM LLC,7,0,3,2022,MI,FARMINGTON HILLS,76.5,7,1.0,,,,,
IMMENSE BRAINS LLC,7,0,3,2023,CO,COLORADO SPRINGS,76.5,7,1.0,IMMENSE BRAINS LLC,Software Engineer,93683.0,1.0,Software & IT
EDG INC,7,0,3,2022,LA,METAIRIE,76.5,7,1.0,,,,,
BLACKROCK CAPITAL MGT INC,54,1,1,2019,DE,WILMINGTON,76.5,55,0.982,,,,,
ANGAD CORPORATION DBA WORKSPAN,7,0,3,2022,CA,FOSTER CITY,76.5,7,1.0,,,,,
EDGEWELL PERSONAL CARE LLC,7,0,3,2022,CT,SHELTON,76.5,7,1.0,,,,,
TOMARCO CONTRACTOR SPECIALTIES INC,7,0,3,2022,CA,LA MIRADA,76.5,7,1.0,,,,,
SPORTRADAR US LLC,7,0,3,2022,NY,NEW YORK,76.5,7,1.0,,,,,
RESONANT INC,7,0,3,2022,CA,GOLETA,76.5,7,1.0,,,,,
DALLAS BAPTIST UNIVERSITY,7,0,3,2022,TX,DALLAS,76.5,7,1.0,DALLAS BAPTIST UNIVERSITY,Assistant Professor Of Information Techn,75000.0,1.0,Education
DALET DIGITAL MEDIA SYS USA INC,7,0,3,2022,NY,NEW YORK,76.5,7,1.0,,,,,
SCHNEIDER ELECTRIC BUILDINGS AMERICAS INC,17,0,2,2023,MA,BOSTON,76.5,17,1.0,,,,,
DALBIR SINGH AND ASSOCIATES PC,7,0,3,2023,NY,NEW YORK,76.5,7,1.0,DALBIR SINGH AND ASSOCIATES PC,Law Clerk ,64480.0,3.0,Legal
SPORTS ENDEAVORS INC,7,0,3,2022,NC,HILLSBOROUGH,76.5,7,1.0,,,,,
UT METHODIST PHYSICIANS LLC,7,0,3,2022,TN,MEMPHIS,76.5,7,1.0,,,,,
CHINA TV MEDIA GROUP USA INC,7,0,3,2022,CA,IRWINDALE,76.5,7,1.0,,,,,
DAK AMERICAS LLC,7,0,3,2022,NC,CHARLOTTE,76.5,7,1.0,,,,,
BLACK AND VEATCH CORPORATION,65,2,1,2019,KS,OVERLAND PARK,76.5,67,0.97,,,,,
TYCO FIRE PRODUCTS LP,7,0,3,2021,PA,LANSDALE,76.5,7,1.0,,,,,
SPOT AI INC,7,0,3,2022,CA,BURLINGAME,76.5,7,1.0,,,,,
CHINESE FOR AFFIRMATIVE ACTION,7,0,3,2022,CA,SAN FRANCISCO,76.5,7,1.0,CHINESE FOR AFFIRMATIVE ACTION,Caa Advocacy Coordinator,75000.0,1.0,Other
CHINATEX ORIENTAL USA INC,7,0,3,2023,NY,NEW YORK,76.5,7,1.0,,,,,
KINIKSA PHARMACEUTICALS CORP,7,0,3,2022,MA,LEXINGTON,76.5,7,1.0,,,,,
4D SYSTEMS LLC,7,0,3,2022,MI,FLINT,76.5,7,1.0,,,,,
RECORDED FUTURE INC,7,0,3,2022,MA,SOMERVILLE,76.5,7,1.0,,,,,
INNOVYZE INC,7,0,3,2021,OR,PORTLAND,76.5,7,1.0,,,,,
SAN JOSE UNIFIED SCHOOL DIST,17,0,2,2022,CA,SAN JOSE,76.5,17,1.0,,,,,
CONSUMERINFO COM AN EXPERIAN CO,17,0,2,2020,CA,COSTA MESA,76.5,17,1.0,,,,,
KETTLE SOLUTIONS LLC,7,0,3,2023,NY,NEW YORK,76.5,7,1.0,KETTLE SOLUTIONS LLC,Senior Designer,100000.0,1.0,Design & Media
WELLSPACE HEALTH,7,0,3,2022,CA,SACRAMENTO,76.5,7,1.0,,,,,
KALDEROS INC,7,0,3,2022,IL,CHICAGO,76.5,7,1.0,,,,,
TESSELLATE A DELAWARE LIMITED,17,0,2,2021,MI,SOUTHFIELD,76.5,17,1.0,,,,,
MAXDECISIONS LLC,7,0,3,2023,TX,RICHARDSON,76.5,7,1.0,MAXDECISIONS LLC,Operations Research Analyst,86000.0,1.0,Software & IT
COLLEGENET INC,7,0,3,2022,OR,PORTLAND,76.5,7,1.0,,,,,
QUANTUM GRAVITY RESEARCH,7,0,3,2021,CA,LOS ANGELES,76.5,7,1.0,,,,,
OPENCROWD INC,7,0,3,2021,NY,NEW YORK,76.5,7,1.0,,,,,
OPALLIOS INC,7,0,3,2022,CA,SANTA CLARA,76.5,7,1.0,,,,,
AVI NETWORKS INC,17,0,2,2020,CA,SANTA CLARA,76.5,17,1.0,,,,,
AVESTA COMPUTER SERVICES LTD,7,0,3,2021,NJ,SOMERSET,76.5,7,1.0,,,,,
EMERGENT TALENT LLC,7,0,3,2023,LA,BATON ROUGE,76.5,7,1.0,EMERGENT TALENT LLC,"Business Analyst, Uat Analyst",82500.0,3.0,Software & IT
ASTEC INDUSTRIES INC,7,0,3,2022,TN,CHATTANOOGA,76.5,7,1.0,,,,,
CONNING & COMPANY,7,0,3,2021,CT,HARTFORD,76.5,7,1.0,,,,,
INNOVATIVE SYSTEMS GROUP INC,17,2,4,2023,IL,GLEN ELLYN,76.5,19,0.895,,,,,
INFOSOFT SOLUTIONS LLC,17,0,2,2023,NJ,WEST WINDSOR,76.5,17,1.0,INFOSOFT SOLUTIONS LLC,"Consultant, Security Engineer, Network Engineer, React Js Developer",69971.0,5.0,Software & IT
SINOELITE CORP,7,0,3,2022,NY,SYOSSET,76.5,7,1.0,,,,,
WATSON INSTITUTE,7,0,3,2023,CO,BOULDER,76.5,7,1.0,,,,,
COMET TECHNOLOGIES USA INC,7,0,3,2022,CT,SHELTON,76.5,7,1.0,,,,,
ASM NEXX INC,7,0,3,2022,GA,SUWANEE,76.5,7,1.0,,,,,
OOSHIRTS INC D/B/A SCALABLE PRESS,7,0,3,2022,CA,NEWARK,76.5,7,1.0,,,,,
GLUMAC,7,0,3,2022,CA,LOS ANGELES,76.5,7,1.0,,,,,
TAYLOR FARMS PACIFIC INC,7,0,3,2022,CA,TRACY,76.5,7,1.0,,,,,
PAR PHARMACEUTICAL COMPANIES INC,7,0,3,2021,NY,SPRING VALLEY,76.5,7,1.0,,,,,
ONELIN CAPITAL CORPORATION,7,0,3,2022,WA,SEATTLE,76.5,7,1.0,ONELIN CAPITAL CORPORATION,Financial Analyst,105000.0,1.0,Finance & Business
UNIVERSITY OF LOUISVILLE PHYSICIAN,7,0,3,2022,KY,LOUISVILLE,76.5,7,1.0,,,,,
PANZURA LLC,7,0,3,2023,CA,SAN JOSE,76.5,7,1.0,,,,,
AXCELINNO LLC,7,0,3,2023,TX,PLANO,76.5,7,1.0,,,,,
GATE 1 LTD,7,0,3,2022,PA,FORT WASHINGTON,76.5,7,1.0,,,,,
EMBITEL TECHNOLOGIES INC,7,0,3,2023,MI,NOVI,76.5,7,1.0,,,,,
"PANDORA MEDIA, INC",54,1,1,2019,CA,OAKLAND,76.5,55,0.982,,,,,
ZNA SERVICES LLC,7,0,3,2022,IL,SCHAUMBURG,76.5,7,1.0,,,,,
SQZ BIOTECHNOLOGIES COMPANY,7,0,3,2023,MA,WATERTOWN,76.5,7,1.0,,,,,
KEY SAFETY SYSTEMS INC DBA JOYSON,7,0,3,2021,MI,AUBURN HILLS,76.5,7,1.0,,,,,
AW CHESTERTON COMPANY,7,0,3,2023,MA,GROVELAND,76.5,7,1.0,,,,,
THERAAIDE REHAB LLC,7,0,3,2022,NJ,JERSEY CITY,76.5,7,1.0,,,,,
THE ADVIZOR GROUP LLC,7,0,3,2022,VA,GLEN ALLEN,76.5,7,1.0,,,,,
WARE2GO INC,7,0,3,2023,GA,ATLANTA,76.5,7,1.0,,,,,
CONTROL COMPONENTS INC,7,0,3,2022,CA,RCHO STA MARG,76.5,7,1.0,,,,,
TAKEDA VACCINES INC,7,0,3,2022,MA,CAMBRIDGE,76.5,7,1.0,,,,,
OODA HEALTH INC,7,0,3,2022,CA,NEW YORK,76.5,7,1.0,,,,,
GEXA ENERGY LP,7,0,3,2022,FL,NORTH PALM BEACH,76.5,7,1.0,GEXA ENERGY LP,"Vice President And General Manager Power, Senior It Programmer Analyst",267800.0,3.0,Management
WEPARTNER GROUP LLC,7,0,3,2022,GA,NORCROSS,76.5,7,1.0,,,,,
WENTWORTH DOUGLASS PHYSICIAN CORP D/B/A WENTWORTH HEALTH PARTNERS,17,0,2,2023,NH,DOVER,76.5,17,1.0,,,,,
ASK APPLICATIONS INC,17,0,2,2021,NY,YONKERS,76.5,17,1.0,,,,,
AVANTI CORP,7,0,3,2022,TN,CLARKSVILLE,76.5,7,1.0,,,,,
OPSRAMP INC,7,0,3,2021,CA,SAN JOSE,76.5,7,1.0,,,,,
PAC DENT INC,7,0,3,2022,CA,BREA,76.5,7,1.0,,,,,
KBE BUILDING CORPORATION,7,0,3,2022,CT,FARMINGTON,76.5,7,1.0,,,,,
MEDSTAR WASHINGTON HOSPITAL CTR,17,0,2,2022,DC,WASHINGTON,76.5,17,1.0,,,,,
INGENUITY STUDIOS INC,7,0,3,2021,CA,LOS ANGELES,76.5,7,1.0,,,,,
AURORA EAST SCHOOL DISTRICT 131,7,0,3,2022,IL,AURORA,76.5,7,1.0,,,,,
INGRASYS TECHNOLOGY USA INC,7,0,3,2023,CA,SAN JOSE,76.5,7,1.0,,,,,
MEDIALOCATE INC,7,0,3,2022,CA,PACIFIC GROVE,76.5,7,1.0,,,,,
ATTEMPT IT SOLUTIONS INC,7,0,3,2023,MI,SOUTHFIELD,76.5,7,1.0,ATTEMPT IT SOLUTIONS INC,Software Engineer,97200.0,1.0,Software & IT
MEDICA SERVICES COMPANY LLC,17,0,2,2023,MN,MINNETONKA,76.5,17,1.0,MEDICA SERVICES COMPANY LLC,"Principal Engineer, It Quality Analyst V",162520.0,2.0,Software & IT
COMPREHENSIVE COMMUNITY ACTION INC,7,0,3,2022,RI,CRANSTON,76.5,7,1.0,,,,,
ATWORK SYSTEMS LLC,7,0,3,2021,VA,HERNDON,76.5,7,1.0,,,,,
INNIO WAUKESHA GAS ENGINES INC,7,0,3,2023,WI,WAUKESHA,76.5,7,1.0,,,,,
AU MEDICAL ASSOCIATES,17,0,2,2023,GA,AUGUSTA,76.5,17,1.0,,,,,
KANSAS WESLEYAN UNIVERSITY,7,0,3,2023,KS,SALINA,76.5,7,1.0,,,,,
SITESPECT INC,7,0,3,2022,MA,AUBURNDALE,76.5,7,1.0,,,,,
SALESLOFT INC,7,0,3,2023,GA,ATLANTA,76.5,7,1.0,,,,,
HOLLYFRONTIER CORPORATION,7,0,3,2023,TX,DALLAS,76.5,7,1.0,HOLLYFRONTIER CORPORATION,Technical Analyst ,134992.0,1.0,Software & IT
KATEEVA INC,7,0,3,2022,CA,NEWARK,76.5,7,1.0,,,,,
MEDICAL MARKETING ECONOMICS LLC,7,0,3,2021,MS,OXFORD,76.5,7,1.0,,,,,
SALINAS UNION HIGH SCHOOL DISTRICT,7,0,3,2022,CA,SALINAS,76.5,7,1.0,,,,,
THOMPSON CONSTRUCTION GROUP INC,7,0,3,2022,SC,SUMTER,76.5,7,1.0,,,,,
GENERATE BIOMEDICINES INC,7,0,3,2023,MA,CAMBRIDGE,76.5,7,1.0,,,,,
REALTECH SERVICES LLC,17,0,2,2023,NJ,EDISON,76.5,17,1.0,,,,,
AUERBACH ASSOCIATES INC,7,0,3,2022,CA,SAN FRANCISCO,76.5,7,1.0,,,,,
ATN INTERNATIONAL INC,7,0,3,2021,MA,BEVERLY,76.5,7,1.0,,,,,
OPUS 1 MUSIC STUDIO,7,0,3,2023,CA,MOUNTAIN VIEW,76.5,7,1.0,OPUS 1 MUSIC STUDIO,Senior Music Instructor,104000.0,1.0,Education
OTTERTUNE INC,7,0,3,2022,PA,PITTSBURGH,76.5,7,1.0,,,,,
THIRD WAVE AUTOMATION INC,7,0,3,2023,CA,UNION CITY,76.5,7,1.0,,,,,
ATCO INDUSTRIES INC,7,0,3,2022,MI,STERLING HEIGHTS,76.5,7,1.0,,,,,
HOLYOKE HEALTH CENTER INC,7,0,3,2023,MA,HOLYOKE,76.5,7,1.0,,,,,
INNOVATION LABS INC,7,0,3,2023,NJ,MAHWAH,76.5,7,1.0,,,,,
MCCOMB SCHOOL DISTRICT,7,0,3,2023,MS,MCCOMB,76.5,7,1.0,,,,,
WAVELABS TECHNOLOGIES INC,7,0,3,2023,CA,MILPITAS,76.5,7,1.0,,,,,
COMMUNICATION EXPERTS INC,7,0,3,2022,NJ,SOUTH PLAINFIELD,76.5,7,1.0,,,,,
MCGAW MEDICAL CENTER OF NORTHWESTE,17,0,2,2021,IL,CHICAGO,76.5,17,1.0,,,,,
EN FAB INC,7,0,3,2022,TX,HOUSTON,76.5,7,1.0,,,,,
AUTOTECH ENGINEERING R D USA INC,7,0,3,2022,MI,AUBURN HILLS,76.5,7,1.0,,,,,
ENDOLOGIX LLC,7,0,3,2023,CA,IRVINE,76.5,7,1.0,,,,,
OWL VENTURES LLC,7,0,3,2022,CA,MENLO PARK,76.5,7,1.0,,,,,
THINK IT TECHNOLOGIES INC,23,5,5,2023,MI,TROY,76.5,28,0.821,,,,,
SAINT LUKE S HOSPITAL OF BETHLEHEM,7,0,3,2021,PA,BETHLEHEM,76.5,7,1.0,,,,,
RHAPSODY INTL INC DBA NAPSTER,7,0,3,2021,WA,SEATTLE,76.5,7,1.0,,,,,
MCLAREN HEALTH CARE,7,0,3,2022,MI,GRAND BLANC,76.5,7,1.0,MCLAREN HEALTH CARE,Solutions Architect,149968.0,1.0,Software & IT
KARTHIKEYA DEVIREDDY MD INC D/B/A,7,0,3,2021,CA,LOS BANOS,76.5,7,1.0,,,,,
GENOME MEDICAL INC,7,0,3,2023,CA,SOUTH SAN FRANCISCO,76.5,7,1.0,,,,,
TEXAS STATE UNIV,17,0,2,2022,TX,SAN MARCOS,76.5,17,1.0,,,,,
HOLOGRAM INC,7,0,3,2023,IL,CHICAGO,76.5,7,1.0,,,,,
KEATING CONSULTING GROUP INC,7,0,3,2022,CA,SAN MATEO,76.5,7,1.0,,,,,
ADEPTIA INC,7,0,3,2022,IL,CHICAGO,76.5,7,1.0,,,,,
SUNIXA SOLUTIONS INC,7,0,3,2022,CA,VALENCIA,76.5,7,1.0,,,,,
ONE KOSMOS INC,7,0,3,2023,NJ,SOMERSET,76.5,7,1.0,,,,,
UNITEDTEKGROUP INC,7,0,3,2023,WA,RENTON,76.5,7,1.0,,,,,
ESENSE INC,7,0,3,2022,IN,FISHERS,76.5,7,1.0,,,,,
MANSAI CORPORATION,7,0,3,2023,MD,GREENBELT,76.5,7,1.0,,,,,
MIDLANDS STEM INSTITUTE,7,0,3,2022,SC,WINNSBORO,76.5,7,1.0,,,,,
JOOR INC,7,0,3,2022,NY,NEW YORK,76.5,7,1.0,,,,,
KIRKWOOD COMMUNITY COLLEGE,7,0,3,2023,IA,CEDAR RAPIDS,76.5,7,1.0,,,,,
BECKWITH ELECTRIC COMPANY INC,7,0,3,2021,FL,LARGO,76.5,7,1.0,,,,,
FUTURE ELECTRONICS CORP,7,0,3,2022,MA,BOLTON,76.5,7,1.0,,,,,
QUMU CORPORATION,7,0,3,2022,MN,MINNEAPOLIS,76.5,7,1.0,,,,,
WHITWORTH UNIVERSITY,7,0,3,2022,WA,SPOKANE,76.5,7,1.0,,,,,
OCCIPITAL INC,7,0,3,2021,CO,BOULDER,76.5,7,1.0,,,,,
PEGASUS BUSINESS INTELLIGENCE LP D,7,0,3,2021,TX,DALLAS,76.5,7,1.0,,,,,
TARGETRECRUIT LLC,7,0,3,2022,TX,HOUSTON,76.5,7,1.0,,,,,
ST OLAF COLLEGE,7,0,3,2023,MN,NORTHFIELD,76.5,7,1.0,,,,,
GLOBAL POWER ENERGY LLC,7,0,3,2022,CA,SAN DIEGO,76.5,7,1.0,GLOBAL POWER ENERGY LLC,Project Engineer,125008.0,1.0,Engineering
ELECTRONIC COMPUTER SERVICES INC,7,0,3,2021,NJ,SOMERSET,76.5,7,1.0,,,,,
GLOBAL PATENT SOLUTIONS LLC,7,0,3,2022,AZ,SCOTTSDALE,76.5,7,1.0,,,,,
BDO DIGITAL LLC,7,0,3,2023,IL,CHICAGO,76.5,7,1.0,,,,,
YOUNG SCHOLARS OF WESTERN PENNSYLV,7,0,3,2022,PA,PITTSBURGH,76.5,7,1.0,,,,,
JEFF PICKERING CPA,7,0,3,2022,TX,PLANO,76.5,7,1.0,,,,,
UNIQUE SERVICES ASSOCIATES INC,7,0,3,2022,AR,MAUMELLE,76.5,7,1.0,,,,,
PEDIATRIC ASSOCIATES,17,0,2,2023,FL,FORT LAUDERDALE,76.5,17,1.0,,,,,
ES SEARCH CONSULTANTS INC,17,0,2,2023,TX,FLOWER MOUND,76.5,17,1.0,,,,,
PEBLO TECHNOLOGIES LLC,7,0,3,2023,NJ,EAST BRUNSWICK,76.5,7,1.0,PEBLO TECHNOLOGIES LLC,"Java Developer, Consultant",89596.0,2.0,Software & IT
ESSENLIX CORPORATION,7,0,3,2021,NJ,MONMOUTH JUNCTION,76.5,7,1.0,ESSENLIX CORPORATION,Biological Scientist,76752.0,1.0,Data & Research
GLOBAL VILLAGE ACADEMY AURORA,7,0,3,2022,CO,AURORA,76.5,7,1.0,,,,,
MANN HUMMEL PUROLATOR FILTERS LLC,7,0,3,2022,NC,FAYETTEVILLE,76.5,7,1.0,,,,,
CRITICAL MASS U S INC,7,0,3,2022,IL,CHICAGO,76.5,7,1.0,,,,,
TITAN ENGINEERS PC,7,0,3,2022,NJ,UNION,76.5,7,1.0,,,,,
ACTIONET INC,17,2,4,2023,VA,VIENNA,76.5,19,0.895,,,,,
MAKOSI AUDIT AND TAX SERVICES LLC,7,0,3,2023,CA,SAN LUIS OBISPO,76.5,7,1.0,,,,,
EJOULE INC,7,0,3,2022,CA,SUNNYVALE,76.5,7,1.0,,,,,
BERRY APPLEMAN & LEIDEN LLP,7,0,3,2022,TX,RICHARDSON,76.5,7,1.0,BERRY APPLEMAN & LEIDEN LLP,Software Engineer,127000.0,1.0,Software & IT
BERING STRAIT SCHOOL DISTRICT,7,0,3,2023,AK,UNALAKLEET,76.5,7,1.0,BERING STRAIT SCHOOL DISTRICT,"Special Education Teacher, Special Education Teacher (K-12), 8Th - 12Th Grade English Teacher, English Teacher (6-12), Social Studies Teacher (7-12)",64131.0,15.0,Education
VOLVO CONSTRUCTION EQUIPMENT NA LL,7,0,3,2022,PA,SHIPPENSBURG,76.5,7,1.0,,,,,
MALIBU ENTERTAINMENT INC,7,0,3,2023,CA,SAN FRANCISCO,76.5,7,1.0,,,,,
ADVANCED RESEARCH CENTER INC,7,0,3,2021,CA,ANAHEIM,76.5,7,1.0,,,,,
FULLCONTACT INC,7,0,3,2022,CO,DENVER,76.5,7,1.0,,,,,
CLARK PACIFIC,7,0,3,2022,CA,WOODLAND,76.5,7,1.0,CLARK PACIFIC,Product Developer ,100447.0,1.0,Engineering
BENNETT THRASHER LLP,7,0,3,2022,GA,ATLANTA,76.5,7,1.0,,,,,
NYIS INC,7,0,3,2022,NY,NEW YORK,76.5,7,1.0,,,,,
PERFECT BUSINESS SERVICES INC,7,0,3,2021,TX,MCKINNEY,76.5,7,1.0,,,,,
SMISLOVA KEHNEMUI & ASSOCIATES PA,7,0,3,2023,MD,POTOMAC,76.5,7,1.0,,,,,
SWAY AI INC,7,0,3,2023,MA,NEW BOSTON,76.5,7,1.0,,,,,
THE BUREAU OF NATIONAL AFFAIRS INC D/B/A BLOOMBERG INDUSTRY GROUP,17,0,2,2023,VA,ARLINGTON,76.5,17,1.0,,,,,
SPRINTRAY INC,17,2,4,2023,CA,LOS ANGELES,76.5,19,0.895,,,,,
ARCELORMITTAL TAILORED BLANKS AMER,7,0,3,2022,MI,DETROIT,76.5,7,1.0,,,,,
CLEARVIEW HEALTHCARE PARTNERS,17,0,2,2023,MA,NEWTON,76.5,17,1.0,,,,,
FUSE PROJECT LLC,7,0,3,2021,CA,SAN FRANCISCO,76.5,7,1.0,,,,,
TEMPOE LLC,7,0,3,2021,OH,CINCINNATI,76.5,7,1.0,,,,,
ERP NEW LEVEL TECHNOLOGIES INC,7,0,3,2023,CO,CENTENNIAL,76.5,7,1.0,ERP NEW LEVEL TECHNOLOGIES INC,Consultant,86404.0,1.0,Software & IT
WALKERHEALTHCAREIT LLC,7,0,3,2022,MI,BLOOMFIELD HILLS,76.5,7,1.0,WALKERHEALTHCAREIT LLC,Systems Analyst,125715.0,1.0,Software & IT
ELIZABETHTOWN COLLEGE,7,0,3,2022,PA,ELIZABETHTOWN,76.5,7,1.0,,,,,
EPHARMASOLUTIONS LLC,7,0,3,2021,PA,PLYMOUTH MEETING,76.5,7,1.0,,,,,
SUNFLOWER COUNTY CONSOLIDATED SCHO,7,0,3,2023,MS,INDIANOLA,76.5,7,1.0,,,,,
WESTERN RESERVE HEALTH EDUCATION INC,17,0,2,2023,OH,DALLAS,76.5,17,1.0,,,,,
WAGNER COLLEGE,7,0,3,2022,NY,STATEN ISLAND,76.5,7,1.0,,,,,
SUV SOLUTIONS INC,7,0,3,2023,TX,DALLAS,76.5,7,1.0,SUV SOLUTIONS INC,"DevOps Engineer, Full Stack Engineer, Software Engineer",102000.0,3.0,Software & IT
OMNIDATA INSIGHTS,7,0,3,2023,OR,PORTLAND,76.5,7,1.0,,,,,
METAHORIZON INC,58,18,5,2023,TX,IRVING,76.5,76,0.763,,,,,
ARTIFICIAL INTELLIGENCE TECHNOLOGI,17,0,2,2021,OK,DURANT,76.5,17,1.0,,,,,
HISUN PHARMACEUTICALS USA INC,7,0,3,2021,NJ,BRIDGEWATER,76.5,7,1.0,,,,,
ARUNDO ANALYTICS INC,7,0,3,2021,TX,HOUSTON,76.5,7,1.0,,,,,
PARSONS CONSTRUCTION GROUP INC,7,0,3,2022,CA,PASADENA,76.5,7,1.0,,,,,
ARENA TECHNOLOGIES INC,7,0,3,2023,NY,NEW YORK,76.5,7,1.0,,,,,
WESTCHESTER MED CTR ADVANCED PHYSI,17,0,2,2021,NY,HAWTHORNE,76.5,17,1.0,,,,,
HG INSIGHTS INC,7,0,3,2022,CA,SANTA BARBARA,76.5,7,1.0,,,,,
UNITED TALENT AGENCY LLC,7,0,3,2022,CA,BEVERLY HILLS,76.5,7,1.0,,,,,
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC ESRI,53,4,2,2023,CA,REDLANDS,76.5,57,0.93,,,,,
CORE CLINICAL MANAGEMENT LLC,7,0,3,2022,GA,ATLANTA,76.5,7,1.0,,,,,
CORDOBA CORP,7,0,3,2022,CA,LOS ANGELES,76.5,7,1.0,,,,,
QUANTIFI INC,7,0,3,2023,NJ,SUMMIT,76.5,7,1.0,QUANTIFI INC,Quantitative Analyst,100000.0,1.0,Finance & Business
