employer,total_approvals,total_denials,years_active,latest_year,state,city,sponsor_score,total_petitions,approval_rate
1 800 FLOWERS COM INC,23,1,4,2023,NY,CARLE PLACE,81.1,24,0.958
SKY SYSTEMS INC,31,4,5,2023,NC,RALEIGH,81.1,35,0.886
ARCOOM LLC,11,0,4,2022,NJ,OLD TAPPAN,81.0,11,1.0
GRIFOLS DIAGNOSTIC SOLUTIONS INC,11,0,4,2022,CA,EMERYVILLE,81.0,11,1.0
LPA INC,11,0,4,2023,CA,IRVINE,81.0,11,1.0
EVA CARE GROUP LLC,14,1,5,2023,CA,LOS ANGELES,81.0,15,0.933
GRO INTELLIGENCE INC,11,0,4,2022,NY,NEW YORK,81.0,11,1.0
ICURO LLC,11,0,4,2023,CA,SANTA CLARA,81.0,11,1.0
PERFUME WORLDWIDE INC,11,0,4,2023,NY,RONKONKOMA,81.0,11,1.0
DUKE ENERGY BUSINESS SERVICES LLC,11,0,4,2022,NC,CHARLOTTE,81.0,11,1.0
INNOVEE CONSULTING LLC,14,1,5,2023,NY,NEW YORK,81.0,15,0.933
EVERCORE PARTNERS SERVICES E LLC,89,2,2,2021,NY,NEW YORK,81.0,91,0.978
GREENSVILLE COUNTY PUBLIC SCHOOLS,11,0,4,2022,VA,EMPORIA,81.0,11,1.0
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION PC,77,1,2,2023,AL,BIRMINGHAM,81.0,78,0.987
VERVE THERAPEUTICS INC,11,0,4,2023,MA,CAMBRIDGE,81.0,11,1.0
SOFTTEK INTEGRATION SYSTEMS INC,11,0,4,2022,TX,ADDISON,81.0,11,1.0
NETSPI LLC,14,1,5,2023,MN,MINNEAPOLIS,81.0,15,0.933
NEUROCRINE BIOSCIENCES INC,11,0,4,2023,CA,SAN DIEGO,81.0,11,1.0
BUDDHIST TZU CHI FOUNDATION,11,0,4,2023,CA,SAN DIMAS,81.0,11,1.0
BTS SOFTWARE LABS INC,11,0,4,2023,MI,TROY,81.0,11,1.0
SUNWISE SOLUTIONS INC,11,0,4,2022,NJ,SKILLMAN,81.0,11,1.0
ARROWSTREET INC,11,0,4,2022,MA,BOSTON,81.0,11,1.0
SYNEREN TECHNOLOGIES CORPORATION,14,1,5,2023,VA,ARLINGTON,81.0,15,0.933
CONTROLCASE LLC,11,0,4,2022,VA,FAIRFAX,81.0,11,1.0
BROOKFIELD PROPERTY GROUP LLC,14,1,5,2023,NY,NEW YORK,81.0,15,0.933
SELF FINANCIAL INC,11,0,4,2023,TX,AUSTIN,81.0,11,1.0
HORIZON SCIENCE ACADEMY TOLEDO INC,14,1,5,2023,OH,TOLEDO,81.0,15,0.933
PERKINS COIE LLP,14,1,5,2023,WA,SEATTLE,81.0,15,0.933
DYNAMIC PHYSICAL THERAPY SERVICES,11,0,4,2023,NY,FLUSHING,81.0,11,1.0
PLCS PLUS INTERNATIONAL INC,11,0,4,2022,CA,BAKERSFIELD,81.0,11,1.0
PLASTIPAK PACKAGING INC,11,0,4,2022,MI,PLYMOUTH,81.0,11,1.0
EAST CARROLL PARISH SCHOOL BOARD,14,1,5,2023,LA,LAKE PROVIDENCE,81.0,15,0.933
TECHSOUP GLOBAL,11,0,4,2022,CA,SAN FRANCISCO,81.0,11,1.0
CANON MEDICAL RESEARCH USA INC,11,0,4,2022,IL,VERNON HILLS,81.0,11,1.0
ANAGH TECHNOLOGIES INC,166,48,5,2023,NJ,PISCATAWAY,81.0,214,0.776
COOK MYOSITE INCORPORATED,11,0,4,2023,PA,PITTSBURGH,81.0,11,1.0
THERM X OF CALIFORNIA INC,11,0,4,2022,CA,HAYWARD,81.0,11,1.0
CAMERON REGIONAL MEDICAL CENTER,11,0,4,2022,MO,CAMERON,81.0,11,1.0
ANAQUA INC,11,0,4,2022,MA,BOSTON,81.0,11,1.0
IBS SOFTWARE AMERICAS INC F/K/A IB,88,2,2,2022,GA,ATLANTA,81.0,90,0.978
UNITY HEALTH CARE INC,11,0,4,2022,DC,WASHINGTON,81.0,11,1.0
MENZO TECHNOLOGIES CORP,11,0,4,2023,NJ,SOMERSET,81.0,11,1.0
K COE ISOM LLP,11,0,4,2022,KS,LENEXA,81.0,11,1.0
PIERBURG US LLC,11,0,4,2022,SC,FOUNTAIN INN,81.0,11,1.0
NEOCIS INC,14,1,5,2023,FL,MIAMI,81.0,15,0.933
ANT YAPI NEW YORK LLC,14,1,5,2023,NY,ASTORIA,81.0,15,0.933
PHOENIX ELEMENTARY SCHOOL DISTRICT,11,0,4,2023,AZ,PHOENIX,81.0,11,1.0
NDATA INC,11,0,4,2023,CA,MOUNTAIN VIEW,81.0,11,1.0
ENCYCLOPAEDIA BRITANNICA INC,11,0,4,2023,IL,CHICAGO,81.0,11,1.0
TULIP INTERFACES INC,11,0,4,2022,MA,SOMERVILLE,81.0,11,1.0
KELLER NORTH AMERICA INC,11,0,4,2023,MD,HANOVER,81.0,11,1.0
DATALAB USA LLC,11,0,4,2022,MD,GERMANTOWN,81.0,11,1.0
LSU HEALTH SCIENCES CENTER AT SHREVEPORT,76,1,2,2023,LA,SHREVEPORT,81.0,77,0.987
ABS GLOBAL TRADING LIMITED,11,0,4,2022,CA,SAN FRANCISCO,81.0,11,1.0
COMMODORE CONSTRUCTION CORP,11,0,4,2023,NY,MOUNT VERNON,81.0,11,1.0
SUPERPEDESTRIAN INC,11,0,4,2023,MA,CAMBRIDGE,81.0,11,1.0
EUROFINS EAG MATERIALS SCIENCE LLC,11,0,4,2023,CA,SAN DIEGO,81.0,11,1.0
NEO PRISM SOLUTIONS LLC,255,86,5,2023,NC,CHARLOTTE,81.0,341,0.748
WILLIAMS SCOTSMAN INC,11,0,4,2023,MD,BALTIMORE,81.0,11,1.0
GREAT LAKES HOME HEALTH SERVICES I,11,0,4,2022,TX,ADDISON,81.0,11,1.0
DEACONESS HOSPITAL INC,11,0,4,2022,IN,EVANSVILLE,81.0,11,1.0
BRAINHR IT SOLUTIONS INC,11,0,4,2022,NJ,ISELIN,81.0,11,1.0
STONEWALL SOLUTIONS INC,11,0,4,2022,MA,MARLBOROUGH,81.0,11,1.0
REGIONAL ONE HEALTH,11,0,4,2023,TN,MEMPHIS,81.0,11,1.0
OPENWAVE COMPUTING LLC,92,21,5,2023,NY,NEW YORK,81.0,113,0.814
BEYONDID INC,11,0,4,2023,CA,SAN FRANCISCO,81.0,11,1.0
ZPMC NORTH AMERICA INC,11,0,4,2022,CA,CYPRESS,81.0,11,1.0
ZONES LLC,11,0,4,2022,WA,AUBURN,81.0,11,1.0
SYMANTEC CORPORATION,228,7,1,2019,CA,MOUNTAIN VIEW,81.0,235,0.97
SYMBIANCE INC,11,0,4,2023,NJ,PRINCETON,81.0,11,1.0
EXAMITY INC,11,0,4,2022,MA,NEWTON UPPER FALLS,81.0,11,1.0
BGI AMERICAS CORPORATION,14,1,5,2023,MA,CAMBRIDGE,81.0,15,0.933
KAWASAKI ROBOTICS USA INC,11,0,4,2022,MI,WIXOM,81.0,11,1.0
VOCOLLECT INC,14,1,5,2023,NJ,MORRIS PLAINS,81.0,15,0.933
DENIM GROUP,11,0,4,2022,TX,SAN ANTONIO,81.0,11,1.0
EXBON DEVELOPMENT INC,11,0,4,2023,CA,GARDEN GROVE,81.0,11,1.0
OREGON INSTITUTE OF TECHNOLOGY,11,0,4,2022,OR,KLAMATH FALLS,81.0,11,1.0
OPENCLINICA LLC,11,0,4,2023,MA,WALTHAM,81.0,11,1.0
BENAKA INC,14,1,5,2023,NJ,NEW BRUNSWICK,81.0,15,0.933
SV IT INC,95,22,5,2023,NY,FLUSHING,81.0,117,0.812
ENGLISH CONSTRUCTION COMPANY INC,11,0,4,2022,VA,LYNCHBURG,81.0,11,1.0
WALLA WALLA UNIVERSITY,11,0,4,2023,WA,COLLEGE PLACE,81.0,11,1.0
DESCARTES LABS,14,1,5,2023,NM,SANTA FE,81.0,15,0.933
BDT CAPITAL PARTNERS LLC,14,1,5,2023,IL,CHICAGO,81.0,15,0.933
OCTOML INC,11,0,4,2023,WA,SEATTLE,81.0,11,1.0
TASKUS USA LLC,11,0,4,2022,CA,NEW BRAUNFELS,81.0,11,1.0
SANTA BARBARA COTTAGE HOSPITAL,11,0,4,2023,CA,SANTA BARBARA,81.0,11,1.0
OMEROS CORPORATION,11,0,4,2023,WA,SEATTLE,81.0,11,1.0
BAYCARE MEDICAL GROUP,11,0,4,2022,FL,TAMPA,81.0,11,1.0
BAYCARE HEALTH SYSTEM INC,11,0,4,2023,FL,CLEARWATER,81.0,11,1.0
JAZZ SOLUTIONS INC,11,0,4,2022,VA,ASHBURN,81.0,11,1.0
MAXIM HEALTHCARE SERVICES INC,11,0,4,2022,MD,COLUMBIA,81.0,11,1.0
LIGHTWELL INC,11,0,4,2022,OH,DUBLIN,81.0,11,1.0
BALBEC CAPITAL LP,11,0,4,2023,GA,ALPHARETTA,81.0,11,1.0
LEXISNEXIS CLAIMS SOLUTIONS INC,11,0,4,2022,GA,ALPHARETTA,81.0,11,1.0
TERAWE CORPORATION,11,0,4,2022,WA,BELLEVUE,81.0,11,1.0
PARALLAX VOLATILITY ADVISERS LP,11,0,4,2022,CA,SAN FRANCISCO,81.0,11,1.0
BORGWARNER TECHNOLOGIES SERVICES LLC,76,1,2,2023,MI,AUBURN HILLS,81.0,77,0.987
WELLDOC INC,11,0,4,2023,MD,COLUMBIA,81.0,11,1.0
GENUS LIFESCIENCES INC,11,0,4,2022,PA,ALLENTOWN,81.0,11,1.0
BONGOSYS INC,11,0,4,2023,NY,JACKSON HEIGHTS,81.0,11,1.0
PACIFIC WESTERN BANK,11,0,4,2023,CA,BREA,81.0,11,1.0
AAVISPRO LLC,11,0,4,2022,PA,BETHEL PARK,81.0,11,1.0
FIRST CLASS PHYSICAL THERAPY PC,11,0,4,2022,NJ,MANALAPAN,81.0,11,1.0
KANTAR CONSULTING LLC,11,0,4,2022,NY,NEW YORK,81.0,11,1.0
TERRAIN STUDIO INC,11,0,4,2023,CA,OAKLAND,81.0,11,1.0
HIGH TECH CONSULTING INC,11,0,4,2022,NJ,SOMERSET,81.0,11,1.0
HIGH 5 GAMES LLC,11,0,4,2022,NY,NEW YORK,81.0,11,1.0
TOURGEE & ASSOCS INC DBA TAI ENGRG,11,0,4,2022,MD,OWINGS MILLS,81.0,11,1.0
MATICIAN INC,11,0,4,2023,CA,PALO ALTO,81.0,11,1.0
BRADY CORPORATION,11,0,4,2022,WI,MILWAUKEE,81.0,11,1.0
PARADISE VALLEY UNIFIED SCHOOL DIS,11,0,4,2022,AZ,PHOENIX,81.0,11,1.0
SOLID BIOSCIENCES INC,11,0,4,2023,MA,CAMBRIDGE,81.0,11,1.0
BLUESKY TECHNOLOGY PARTNERS INC,11,0,4,2022,IN,NOBLESVILLE,81.0,11,1.0
P C GROUP I INC,11,0,4,2023,MI,FARMINGTON HILLS,81.0,11,1.0
IMC MANAGER LLC,11,0,4,2023,GA,ATLANTA,81.0,11,1.0
TRC ENGINEERS INC,11,0,4,2023,CT,WINDSOR,81.0,11,1.0
MEDSTAR GEORGETOWN MEDICAL CTR INC,77,1,2,2020,DC,WASHINGTON,81.0,78,0.987
DELAWARE STATE UNIVERSITY,11,0,4,2023,DE,DOVER,81.0,11,1.0
MEDICAL UNIVERSITY OF SC AND AFFIL,63,0,2,2023,SC,CHARLESTON,81.0,63,1.0
JAMES AVERY CRAFTSMAN INC,11,0,4,2023,TX,KERRVILLE,81.0,11,1.0
NORTH CAROLINA CENTRAL UNIVERSITY,11,0,4,2023,NC,DURHAM,81.0,11,1.0
NORTH SHORE PHYSICIANS GROUP INC,11,0,4,2022,MA,SOMERVILLE,81.0,11,1.0
NORTHEASTERN STATE UNIVERSITY,11,0,4,2023,OK,TAHLEQUAH,81.0,11,1.0
BLUE BIRD BODY COMPANY,11,0,4,2022,GA,MACON,81.0,11,1.0
OTM LABS INC,11,0,4,2022,MD,COLUMBIA,81.0,11,1.0
OTHON INC,11,0,4,2022,TX,HOUSTON,81.0,11,1.0
WEBZION LLC,11,0,4,2022,MI,FARMINGTON,81.0,11,1.0
ENFOTECH & CONSULTING INC,11,0,4,2022,NJ,NORTH BRUNSWICK,81.0,11,1.0
WONDERFUL PISTACHIOS & ALMONDS LLC,11,0,4,2023,CA,LOST HILLS,81.0,11,1.0
CALLISTO MEDIA INC,14,1,5,2023,CA,EMERYVILLE,81.0,15,0.933
SENTARA MEDICAL GROUP,14,1,5,2023,VA,NORFOLK,81.0,15,0.933
KLEARNOW CORPORATION,11,0,4,2023,CA,SANTA CLARA,81.0,11,1.0
MPULSE MOBILE INC,11,0,4,2023,CA,ENCINO,81.0,11,1.0
TAJ TECHNOLOGIES INC,14,1,5,2023,MN,BLOOMINGTON,81.0,15,0.933
SULLAIR LLC,14,1,5,2023,IN,MICHIGAN CITY,81.0,15,0.933
MISA IMPORTS INC,11,0,4,2023,TX,DALLAS,81.0,11,1.0
SIMPLER POSTAGE INC DBA EASYPOST,11,0,4,2023,CA,LEHI,81.0,11,1.0
CURATE PARTNERS LLC,11,0,4,2022,MA,STONEHAM,81.0,11,1.0
EMBRACE HOME LOANS INC,11,0,4,2023,RI,MIDDLETOWN,81.0,11,1.0
HART HOWERTON LTD,11,0,4,2022,CA,SAN FRANCISCO,81.0,11,1.0
SHARETHIS INC,11,0,4,2023,CA,PALO ALTO,81.0,11,1.0
XCELTECH INC,66,13,5,2023,VA,DUNN LORING,81.0,79,0.835
INTERNATIONAL TECHNEGROUP INC,11,0,4,2023,OH,MILFORD,81.0,11,1.0
CLAREMONT MCKENNA COLLEGE,11,0,4,2022,CA,CLAREMONT,81.0,11,1.0
CLARK ATLANTA UNIVERSITY,14,1,5,2023,GA,ATLANTA,81.0,15,0.933
SULLIVANCOTTER INC,11,0,4,2023,MN,MINNEAPOLIS,81.0,11,1.0
ROBERTSHAW CONTROLS COMPANY,11,0,4,2022,IL,ITASCA,81.0,11,1.0
XAVIER UNIVERSITY,11,0,4,2023,OH,CINCINNATI,81.0,11,1.0
PRINSTON PHARMACEUTICAL INC,11,0,4,2023,NJ,SOMERSET,81.0,11,1.0
STRAUMANN USA LLC,11,0,4,2023,MA,ANDOVER,81.0,11,1.0
RADIO SYSTEMS CORPORATION,11,0,4,2023,TN,KNOXVILLE,81.0,11,1.0
KINKISHARYO INTERNATIONAL LLC,11,0,4,2023,CA,EL SEGUNDO,81.0,11,1.0
FAYETTE COUNTY PUBLIC SCHOOLS,11,0,4,2022,KY,LEXINGTON,81.0,11,1.0
HUTCHINSON SEALING SYSTEMS INC,11,0,4,2022,MI,AUBURN HILLS,81.0,11,1.0
RIDGELINE INC,11,0,4,2023,NV,INCLINE VILLAGE,81.0,11,1.0
KONGSBERG DIGITAL INC,11,0,4,2022,TX,HOUSTON,81.0,11,1.0
FDH INFRASTRUCTURE SERVICES LLC,11,0,4,2023,NC,RALEIGH,81.0,11,1.0
FTI CONSULTING SC INC,14,1,5,2023,MD,BOWIE,81.0,15,0.933
ALEKS CORPORATION,11,0,4,2022,OH,BLACKLICK,81.0,11,1.0
EG INNOVATIONS INC,11,0,4,2023,NJ,ISELIN,81.0,11,1.0
ACSE SOLUTIONS LLC,11,0,4,2023,MD,ELLICOTT CITY,81.0,11,1.0
UTILE INC,11,0,4,2022,MA,BOSTON,81.0,11,1.0
KODIAK ROBOTICS INC,11,0,4,2023,CA,MOUNTAIN VIEW,81.0,11,1.0
RIZZO INTERNATIONAL INC,11,0,4,2022,PA,PITTSBURGH,81.0,11,1.0
INTERCOS AMERICA INC,11,0,4,2022,NY,CONGERS,81.0,11,1.0
ST MARYS MEDICAL CENTER,11,0,4,2023,WV,HUNTINGTON,81.0,11,1.0
HAVI GLOBAL SOLUTIONS LLC,14,1,5,2023,IL,DOWNERS GROVE,81.0,15,0.933
KNOTCH INC,11,0,4,2022,NY,NEW YORK,81.0,11,1.0
ALABAMA PROVIDENCE HEALTHCARE SVCS,11,0,4,2022,AL,MOBILE,81.0,11,1.0
UTEGRATION LLC,59,11,5,2023,TX,HOUSTON,81.0,70,0.843
EQUILEND HOLDINGS LLC,11,0,4,2022,NY,NEW YORK,81.0,11,1.0
KNAPP INC,11,0,4,2023,GA,KENNESAW,81.0,11,1.0
CORNERSTONE FAMILY HEALTHCARE,11,0,4,2023,NY,CORNWALL,81.0,11,1.0
MOORE CAPITAL MANAGEMENT LLC,11,0,4,2023,NY,NEW YORK,81.0,11,1.0
ROS TECHNOLOGY SERVICES INC,14,1,5,2023,MO,KANSAS CITY,81.0,15,0.933
ALBANY STATE UNIVERSITY,11,0,4,2023,GA,ALBANY,81.0,11,1.0
CHAMPION TECHNOLOGY SERVICES INC,11,0,4,2022,LA,BATON ROUGE,81.0,11,1.0
MAHLE POWERTRAIN LLC,11,0,4,2023,MI,PLYMOUTH,81.0,11,1.0
INTELLIZANT LLC,14,1,5,2023,VA,HERNDON,81.0,15,0.933
CRITICAL PATH INSTITUTE,11,0,4,2023,AZ,TUCSON,81.0,11,1.0
REVOLUTION MEDICINES INC,11,0,4,2022,CA,REDWOOD CITY,81.0,11,1.0
ACTIONIQ,11,0,4,2022,NY,NEW YORK,81.0,11,1.0
ALPHACORE INC,11,0,4,2022,AZ,TEMPE,81.0,11,1.0
PRIMORIS SYSTEMS LLC,60,7,4,2023,TX,SUGAR LAND,81.0,67,0.896
HUDSON HEADWATERS HEALTH NETWORK,11,0,4,2023,NY,QUEENSBURY,81.0,11,1.0
N2N SERVICES INC,14,1,5,2023,GA,DULUTH,81.0,15,0.933
KIEWIT ENERGY GROUP INC,14,1,5,2023,NE,OMAHA,81.0,15,0.933
HAITOU INC,11,0,4,2022,NY,NEW YORK,81.0,11,1.0
SERENA WHOLESALE INC,11,0,4,2022,GA,MACON,81.0,11,1.0
ADVANCE DIGITAL SYSTEMS INC,11,0,4,2022,VA,FAIRFAX,81.0,11,1.0
MACH B TECHNOLOGIES INC,11,0,4,2023,TX,IRVING,81.0,11,1.0
UBERTEJAS LLC DBA BIZCLOUD EXPERTS,11,0,4,2023,TX,LEWISVILLE,81.0,11,1.0
COOK SYSTEMS INTERNATIONAL INC,11,0,4,2023,TN,MEMPHIS,81.0,11,1.0
FUNDBOX INC,14,1,5,2023,TX,PLANO,81.0,15,0.933
ECONTENTI INC,166,48,5,2023,NJ,EDISON,81.0,214,0.776
TCW LLC,11,0,4,2022,CA,LOS ANGELES,81.0,11,1.0
SIG SAUER INC,11,0,4,2023,NH,PORTSMOUTH,81.0,11,1.0
CLIMATEC LLC,11,0,4,2023,AZ,PHOENIX,81.0,11,1.0
SYSTEMART LLC,11,0,4,2023,NJ,PARSIPPANY,81.0,11,1.0
UNRAVEL DATA SYSTEMS INC,11,0,4,2023,CA,PALO ALTO,81.0,11,1.0
SERTA SIMMONS BEDDING LLC,11,0,4,2023,GA,ATLANTA,81.0,11,1.0
RIA ADVISORY LLC,14,1,5,2023,FL,CORAL GABLES,81.0,15,0.933
ZEECO INC,11,0,4,2022,OK,BROKEN ARROW,81.0,11,1.0
CLAYTON DUBILIER RICE LLC,11,0,4,2023,NY,NEW YORK,81.0,11,1.0
FIGUR8 INC,11,0,4,2022,MA,BOSTON,81.0,11,1.0
QUALIFACTS SYSTEMS INC,11,0,4,2023,TN,NASHVILLE,81.0,11,1.0
COWBELL CYBER INC,11,0,4,2023,CA,PLEASANTON,81.0,11,1.0
SUMERU INC,11,0,4,2023,DC,WASHINGTON,81.0,11,1.0
PMAB LLC,11,0,4,2023,NC,CHARLOTTE,81.0,11,1.0
THE NORTHERN TRUST COMPANY,62,0,2,2023,IL,CHICAGO,81.0,62,1.0
PRESCIENT HEALTHCARE GROUP INC,11,0,4,2022,NJ,JERSEY CITY,81.0,11,1.0
RIDER LEVETT BUCKNALL LTD,14,1,5,2023,AZ,PHOENIX,81.0,15,0.933
ADVISER COMPLIANCE ASSOCIATES LLC,11,0,4,2023,MD,SILVER SPRING,81.0,11,1.0
ELLICIUM SOLUTIONS INC,14,1,5,2023,CA,SANTA CLARA,81.0,15,0.933
AMAZON CAPITAL SERVICES INC,14,1,5,2023,WA,SEATTLE,81.0,15,0.933
PREFERRED THERAPY SOLUTIONS,11,0,4,2022,CT,WETHERSFIELD,81.0,11,1.0
INVENTPRISE LLC,11,0,4,2022,WA,REDMOND,81.0,11,1.0
KINETICAI INC,11,0,4,2023,TX,SPRING,81.0,11,1.0
D&H DISTRIBUTING CO,11,0,4,2022,PA,HARRISBURG,81.0,11,1.0
MARLBORO COUNTY SCHOOL DISTRICT,11,0,4,2022,SC,BENNETTSVILLE,81.0,11,1.0
KIEWIT INFRASTRUCTURE CO,11,0,4,2023,NE,OMAHA,81.0,11,1.0
ODP INTERNATIONAL LLC,61,0,2,2023,FL,BOCA RATON,80.9,61,1.0
OMA4 LLC,39,1,3,2023,GA,ALPHARETTA,80.9,40,0.975
A2Z DEVELOPMENT CENTER INC D B A,264,11,1,2019,WA,SEATTLE,80.9,275,0.96
IMDB COM INC,49,2,3,2021,WA,SEATTLE,80.9,51,0.961
DIAMOND WIPES INTERNATIONAL INC,20,2,5,2023,CA,CHINO,80.9,22,0.909
HITACHI SOLUTIONS AMERICA LTD,59,7,4,2022,CA,IRVINE,80.9,66,0.894
COGNOWIZ LLC,20,2,5,2023,VA,HERNDON,80.9,22,0.909
PROSOFT TECHNOLOGY GROUP INC,85,19,5,2023,NJ,PRINCETON,80.9,104,0.817
AAA VIRGINIA CONSULTING INC,22,1,4,2023,VA,LEESBURG,80.9,23,0.957
CLOUDMOYO INC,22,1,4,2022,WA,BELLEVUE,80.9,23,0.957
CLASSROOM SUPPORT SERVICES LLC,39,6,5,2023,MI,DETROIT,80.9,45,0.867
QUANTUM VISION LLC,55,10,5,2023,MD,GAITHERSBURG,80.9,65,0.846
SB INVESTMENT ADVISERS US INC,22,1,4,2022,CA,SAN CARLOS,80.9,23,0.957
NUTONOMY INC,61,0,2,2020,MA,BOSTON,80.9,61,1.0
CROWDCIRCLE INC DBA HEALTHCROWD,22,1,4,2022,CA,SAN MATEO,80.9,23,0.957
RIG ENTERPRISE APPLICATION INC,20,2,5,2023,TX,IRVING,80.9,22,0.909
HEAP INC,20,2,5,2023,CA,SAN FRANCISCO,80.9,22,0.909
Q2 SOFTWARE INC,39,1,3,2023,TX,AUSTIN,80.9,40,0.975
HORIZON SCIENCE ACADEMY INC,20,2,5,2023,OH,COLUMBUS,80.9,22,0.909
MILWAUKEE BOARD OF SCHOOL DIRECTORS,75,1,2,2023,WI,MILWAUKEE,80.9,76,0.987
EXAVALU INC,30,2,4,2023,CA,NEWPORT BEACH,80.9,32,0.938
SK HYNIX NAND PRODUCT SOLUTIONS CORP DBA SOLIDIGM,60,0,2,2023,CA,SAN JOSE,80.9,60,1.0
SIGMAPHARM LABORATORIES LLC,20,2,5,2023,PA,BENSALEM,80.9,22,0.909
KINECTRA LLC,72,15,5,2023,SC,ROCK HILL,80.9,87,0.828
SUSE LLC,20,2,5,2023,MA,PROVO,80.9,22,0.909
CLEARESULT CONSULTING INC,22,1,4,2022,TX,AUSTIN,80.9,23,0.957
GLOBANT LLC,49,5,4,2022,CA,SAN FRANCISCO,80.9,54,0.907
ATOKA TECHNOLOGIES INC,26,0,3,2023,TX,IRVING,80.9,26,1.0
CREATIVE SYSTEMS & CONSULTING LLC,26,0,3,2021,VA,MC LEAN,80.9,26,1.0
VROOM INC,22,1,4,2023,NY,NEW YORK,80.9,23,0.957
KET SOFTWARE SERVICES LLC,26,0,3,2023,OH,COLUMBUS,80.9,26,1.0
ZUNI PUBLIC SCHOOL DISTRICT 89,22,1,4,2023,NM,ZUNI,80.9,23,0.957
TEACH FOR AMERICA INC,20,2,5,2023,IL,CHICAGO,80.9,22,0.909
NJ TECH INC,20,2,5,2023,FL,TAMPA,80.9,22,0.909
RESTORATION HARDWARE INC,30,2,4,2022,CA,CORTE MADERA,80.9,32,0.938
DATA SYSTEMS INTEGRATION GROUP INC,100,24,5,2023,OH,DUBLIN,80.9,124,0.806
AMAZON COM SERVICES INC,115,5,2,2020,WA,SEATTLE,80.9,120,0.958
RAINBOW DESIGN SERVICES,22,1,4,2022,KY,LOUISVILLE,80.9,23,0.957
APOGEE MEDICAL GROUP OHIO INC,30,2,4,2023,TX,DALLAS,80.9,32,0.938
KELLTON TECH SOLUTIONS INC,22,1,4,2023,NJ,PRINCETON,80.9,23,0.957
DATAFORMIX TECHNOLOGIES INC,62,12,5,2023,NJ,PLAINSBORO,80.9,74,0.838
NEMAK USA INC,30,2,4,2022,MI,SOUTHFIELD,80.9,32,0.938
PENTANGLE TECH SERVICES LLC,26,0,3,2023,MI,FARMINGTON,80.9,26,1.0
WUNDERMAN THOMPSON LLC,22,1,4,2023,NY,NEW YORK,80.9,23,0.957
CEM TECHNOLOGY INC,51,9,5,2023,OH,DUBLIN,80.9,60,0.85
BON SECOURS MERCY HEALTH INC,26,0,3,2023,OH,CINCINNATI,80.9,26,1.0
PERKINELMER HEALTH SCIENCES INC,35,5,5,2023,MA,WALTHAM,80.9,40,0.875
DATAPLUS PHARMA SERVICES INC,20,2,5,2023,NJ,BRIDGEWATER,80.9,22,0.909
ROBOTIC PROCESS AUTOMATION LLC,30,2,4,2023,NE,GRAND ISLAND,80.9,32,0.938
AMAZON PAYMENTS INC,22,1,4,2022,WA,SEATTLE,80.9,23,0.957
GUARANTEED RATE INC,22,1,4,2023,IL,CHICAGO,80.9,23,0.957
ROH TECHNOLOGIES LLC,26,0,3,2023,SC,COLUMBIA,80.9,26,1.0
FUNDING CIRCLE USA INC,30,2,4,2022,CA,SAN FRANCISCO,80.9,32,0.938
GANNETT CO INC,22,1,4,2023,VA,MC LEAN,80.9,23,0.957
SOFT STANDARD SOLUTIONS LLC,55,10,5,2023,NJ,DUNELLEN,80.9,65,0.846
WISDOM INFOTECH,95,15,4,2022,WI,BROOKFIELD,80.9,110,0.864
DALLAS INTERNATIONAL SCHOOL,20,2,5,2023,TX,DALLAS,80.9,22,0.909
ETEK IT SOLUTIONS INC,49,2,3,2023,MD,FREDERICK,80.9,51,0.961
ITSUTRA INC,43,4,4,2023,TX,IRVING,80.9,47,0.915
CARNEGIE PHARMACEUTICALS LLC,30,2,4,2022,NJ,RIVERSIDE,80.9,32,0.938
VENTECHSOFT INC,26,0,3,2023,NJ,PISCATAWAY,80.9,26,1.0
THE ATLANTIC COUNCIL,30,2,4,2023,DC,WASHINGTON,80.9,32,0.938
ESTRADA CONSULTING INC,51,9,5,2023,CA,SACRAMENTO,80.9,60,0.85
EASTERN NEW MEXICO UNIVERSITY,26,0,3,2023,NM,PORTALES,80.9,26,1.0
THE AYCO CO LP A GOLDMAN SACHS CO,57,3,3,2022,NJ,JERSEY CITY,80.9,60,0.95
POLAKAMS LLC,51,9,5,2023,PA,EXTON,80.9,60,0.85
THE PROVIDENCE COMMUNITY HEALTH CE,22,1,4,2022,RI,PROVIDENCE,80.9,23,0.957
TRANSAMERICA LIFE INSURANCE COMPANY,61,0,2,2023,IA,CEDAR RAPIDS,80.9,61,1.0
PECOS BARSTOW TOYAH INDEPENDENT SC,22,1,4,2022,TX,PECOS,80.9,23,0.957
PRODAPT NORTH AMERICA,121,13,3,2021,OR,TUALATIN,80.9,134,0.903
SMK SOFT INC,20,2,5,2023,VA,HERNDON,80.9,22,0.909
SCOTT & WHITE CLINIC,26,0,3,2023,TX,DALLAS,80.9,26,1.0
BRACKET GLOBAL LLC,30,2,4,2022,PA,BLUE BELL,80.9,32,0.938
PANASONIC CORPORATION OF NORTH AMERICA,75,1,2,2023,NJ,NEWARK,80.9,76,0.987
WEST CHESTER UNIV OF PENNSYLVANIA,26,0,3,2022,PA,WEST CHESTER,80.9,26,1.0
TEKION CORP,37,3,4,2022,CA,SAN RAMON,80.9,40,0.925
